"actual","predicted","predicted_calibrated"
0,0.193248736149431,0.124986827170844
1,0.192420026994273,0.124060888411515
1,0.420304568411663,0.594120071735873
0,0.19193838403993,0.123525445925755
0,0.340205322962491,0.391770168874922
0,0.194021292554087,0.125855354267788
1,0.210517250624181,0.145661305292996
1,0.21245308517409,0.148147755631174
0,0.198455574186938,0.130940881200672
0,0.196772735187645,0.128990648235016
0,0.272204980321943,0.242908781633018
0,0.203825662156212,0.137332233902242
1,0.422524854344975,0.599595280500205
0,0.199145610717412,0.131747773893103
0,0.27682285596239,0.251718263359693
0,0.14549604116309,0.0805091840226452
0,0.215563418670748,0.152216081824228
1,0.329227597883931,0.365311586291497
0,0.156563863685752,0.0893160351772122
0,0.246044682883061,0.197036990265871
0,0.187280016165641,0.118448574537101
0,0.257730901087627,0.216675942732096
1,0.259091373306037,0.21905190630771
1,0.262458778976274,0.22501316720138
0,0.212753037656463,0.148536146699134
0,0.167960483986456,0.099283517280483
1,0.332284414787351,0.372605467884053
0,0.276559069040401,0.251209374705317
0,0.291976811429864,0.282082085095821
0,0.452423302046669,0.670445390949953
1,0.338269161698397,0.387052174706591
0,0.208508606222504,0.143118032585452
0,0.284627945561323,0.267082607765195
0,0.370310334320404,0.467210676702371
0,0.283839102617527,0.265502994468684
0,0.237613606420603,0.183722392518344
0,0.27365342833908,0.245649279118394
0,0.29661222928018,0.291801765040814
0,0.219918053896783,0.158065417177095
1,0.250365228956421,0.204137073734568
0,0.215374461612424,0.151966332502493
0,0.345797095258067,0.405507206002039
0,0.256049324502172,0.213765032488857
1,0.39177051821721,0.522132907610855
0,0.21443609183502,0.150731045462563
0,0.239647681331491,0.186869507902644
0,0.364834535076685,0.453270634384157
1,0.352358595549388,0.421815678377434
0,0.23295214103054,0.176665452549407
1,0.392886105038595,0.524984844580684
1,0.333915583302884,0.376521700912804
1,0.230378474267231,0.172861319158718
1,0.312328743948189,0.326166687233431
0,0.225252455830321,0.165478094867056
0,0.223289050121624,0.162717843338443
1,0.187039693105343,0.118191624364446
0,0.193299675720557,0.125043936126198
0,0.206181019688023,0.140217310699376
1,0.254349625753126,0.210851791554435
0,0.200037053078595,0.132796420402649
0,0.254637699225486,0.211343487220752
0,0.220193268152799,0.15844116229019
0,0.4296936574983,0.617098276170995
0,0.369209327719195,0.4644029587991
0,0.20629396951015,0.14035692944136
0,0.171218319676171,0.102309632725207
1,0.26034375969352,0.2212556251072
0,0.26233748375502,0.224796455430233
0,0.181349758295058,0.112247775258536
0,0.166974866669771,0.0983838182595168
1,0.217035652746667,0.154173517429824
0,0.221981753361477,0.160900633476683
0,0.223151219043972,0.16252547401407
1,0.273494132303744,0.245346869514308
0,0.205307034150946,0.139140892096062
0,0.212080392955868,0.147666347353325
0,0.151460342705548,0.0851519410065337
0,0.157006362442758,0.0896856071467438
0,0.216500324717112,0.153459391428291
0,0.132009454813361,0.070852157812334
0,0.167130627824074,0.0985255165752389
1,0.333293733988936,0.375026783203418
1,0.124374569912186,0.0658706374615461
0,0.209966755731965,0.144960582069758
0,0.253789166735917,0.209897580337608
1,0.286810580488455,0.271484209848451
1,0.546787429690366,0.842549748679494
0,0.232752522707095,0.176368060208646
0,0.226092476572561,0.166670453438315
0,0.178533986021116,0.109404050447513
0,0.230046745635518,0.172375734793226
0,0.384797722229517,0.504282015878774
0,0.383165894182445,0.500101158760196
0,0.185743845711257,0.11681442827808
0,0.157385139299768,0.0900030535103819
0,0.379180165028201,0.489890573100985
1,0.266451389422617,0.232229177308423
0,0.258120896534068,0.217355129506874
0,0.173255516023271,0.104243218841997
0,0.224911105763765,0.16499552688112
0,0.298901911668157,0.296674800277774
1,0.262958096841074,0.2259068326903
0,0.220303398783908,0.158591724673222
0,0.336592024845892,0.382982388537786
1,0.407791942749157,0.56286224962559
0,0.415121951860203,0.581250560471436
0,0.20320237224143,0.136577165542025
0,0.407692665042777,0.562611889329646
0,0.405307377804597,0.556587327352465
0,0.220833083059151,0.15931749205809
0,0.267703049879149,0.234524307222558
0,0.260553279925914,0.221625845686773
0,0.31352989137508,0.328878019929958
1,0.35906050388732,0.438650751353051
0,0.209258747273576,0.144063478562548
0,0.231018697088387,0.173801535470348
0,0.206529993927091,0.140649057810902
1,0.318957414844138,0.341270185998866
1,0.303388042040475,0.30635722137349
0,0.192773854167909,0.124455506472359
0,0.326166412686017,0.358068691478194
0,0.320931058063543,0.34583185223509
0,0.157050200170772,0.0897222950785314
0,0.199145765617473,0.131747955497765
0,0.254512500997539,0.211129690677709
0,0.248967259626801,0.201819141825343
0,0.140746084785676,0.0769781726677083
0,0.225110117581066,0.165276733296895
1,0.34059599486485,0.392724636917304
1,0.266593756760102,0.232489440329179
1,0.341202360333401,0.394207697457372
0,0.14931478827674,0.0834544694261661
0,0.19398250585412,0.125811626388594
1,0.291944492696872,0.282015011782361
0,0.228123095668568,0.16958117157968
0,0.200421947976312,0.133251371479121
1,0.397669426833798,0.53719240296583
0,0.444073026940663,0.651268610274112
0,0.230980975406417,0.173746026515961
0,0.138445648530411,0.0753195784154214
0,0.188163723196719,0.119397583863604
1,0.465790135831086,0.699978191626066
1,0.338298464174631,0.387123423079566
0,0.344581753638488,0.402508120929937
1,0.551724926521422,0.849147069161533
0,0.315962497439766,0.334404024907097
0,0.268706079017581,0.236374851551232
1,0.477403690511355,0.72436524987028
0,0.21634020387964,0.153246317540751
0,0.358845620369238,0.438108554810339
0,0.267114319641821,0.233442815939126
0,0.2160236501313,0.152825790417882
0,0.244624759903414,0.194744656737774
0,0.268468450301428,0.235935527476484
0,0.327390054126399,0.360956328578174
0,0.22487969527556,0.164951178528331
0,0.220999206173391,0.15954566591778
0,0.147846038707613,0.0823102504386132
0,0.139983694168598,0.0764248198546304
0,0.294336647004329,0.287005674697188
0,0.300955991154999,0.301086182891251
0,0.347226734428717,0.40904414059289
0,0.294056281871791,0.286418036136415
0,0.295658428272184,0.289785771253842
0,0.317333438035135,0.337538564135653
0,0.195700892686355,0.127761436391772
0,0.290960169529742,0.279976823591326
0,0.146619686220903,0.081365828800621
0,0.233521343461459,0.177515615563086
0,0.131001102910925,0.0701748211944423
0,0.369676038673775,0.465592870636396
